Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i8,2019,North America,Black,Electric,Automatic,3.0,32233,101596,7748,High
i3,2010,South America,Black,Electric,Manual,2.3,171809,49631,9999,High
7 Series,2010,South America,Silver,Petrol,Automatic,3.4,60201,99465,2744,Low
X1,2015,Asia,White,Hybrid,Automatic,1.5,141262,63300,9568,High
7 Series,2019,North America,Grey,Petrol,Manual,3.1,31502,97091,3854,Low
X5,2012,Africa,Red,Diesel,Automatic,2.2,72621,68191,5848,Low
M5,2020,Middle East,Red,Diesel,Manual,2.6,87258,100592,4493,Low
i3,2015,Europe,Grey,Petrol,Automatic,2.6,10082,52436,7098,High
i3,2019,Europe,Red,Electric,Manual,1.8,57955,67184,7366,High
5 Series,2013,Europe,Silver,Petrol,Manual,2.0,87067,70050,5313,Low
5 Series,2012,North America,Silver,Petrol,Manual,2.7,18504,98443,6949,Low
X3,2017,Europe,Silver,Petrol,Automatic,1.5,145455,66583,6711,Low
7 Series,2015,North America,Black,Diesel,Automatic,2.7,159731,104260,6111,Low
i3,2012,Asia,Silver,Hybrid,Automatic,1.5,69931,46572,7304,High
X5,2023,North America,Silver,Electric,Manual,2.6,167450,141232,7299,High
M3,2019,North America,White,Hybrid,Automatic,2.9,54682,74383,5894,Low
X1,2024,Asia,Silver,Electric,Automatic,2.0,113088,79099,9999,High
3 Series,2023,Europe,Black,Electric,Automatic,1.8,35468,76698,7856,High
M5,2015,Europe,Black,Petrol,Manual,3.1,46624,136488,6457,Low
i3,2012,North America,Silver,Electric,Automatic,1.8,21722,35131,9999,High
i8,2013,Europe,Silver,Hybrid,Manual,2.8,197727,73030,3785,Low
i3,2018,Africa,Grey,Diesel,Manual,1.3,180421,51189,6923,Low
X5,2010,Middle East,Silver,Petrol,Automatic,3.1,97542,91372,5361,Low
5 Series,2020,Middle East,Blue,Petrol,Manual,2.3,198301,100420,5187,Low
3 Series,2020,Europe,Blue,Diesel,Manual,1.4,106941,60111,9999,High
X6,2018,North America,Silver,Petrol,Automatic,3.0,83188,128100,3484,Low
7 Series,2023,Europe,Blue,Petrol,Manual,3.3,24801,145769,4494,Low
5 Series,2022,Africa,Silver,Petrol,Automatic,2.5,148360,74417,9999,High
X6,2024,Europe,Red,Petrol,Automatic,2.8,189441,126642,5896,Low
3 Series,2015,Africa,Blue,Diesel,Manual,1.7,187082,40266,8012,High
i3,2024,Europe,Grey,Electric,Manual,2.1,29955,74264,9171,High
5 Series,2016,South America,White,Diesel,Automatic,2.9,111345,83799,6460,Low
3 Series,2021,Asia,Red,Petrol,Manual,1.4,172564,65419,9298,High
X6,2010,Middle East,White,Petrol,Manual,2.7,87746,95231,5649,Low
M5,2018,North America,Blue,Diesel,Manual,3.1,116469,79686,4349,Low
7 Series,2011,Middle East,White,Petrol,Automatic,3.3,94207,106255,4684,Low
X5,2014,Middle East,Silver,Diesel,Manual,2.5,143749,84605,3374,Low
3 Series,2012,Europe,White,Petrol,Manual,1.9,53637,59092,5945,Low
X3,2013,Europe,White,Petrol,Automatic,2.2,126548,92751,6388,Low
X5,2021,Europe,Blue,Petrol,Manual,3.4,167551,107980,5416,Low
7 Series,2011,Europe,Silver,Petrol,Automatic,3.1,67959,100803,2775,Low
7 Series,2016,North America,Black,Electric,Manual,3.6,125649,148850,5650,Low
7 Series,2012,South America,Silver,Petrol,Automatic,3.7,135374,72979,3813,Low
7 Series,2018,Middle East,Grey,Hybrid,Automatic,3.3,185831,149586,6415,Low
X3,2022,Europe,Blue,Hybrid,Automatic,1.4,8888,89515,5799,Low
X5,2023,South America,Black,Petrol,Manual,2.3,141621,111725,5311,Low
i3,2011,Europe,Blue,Petrol,Automatic,2.4,22611,41240,9999,High
X1,2021,Middle East,Silver,Electric,Automatic,1.6,81732,62496,9999,High
X3,2023,Middle East,Grey,Petrol,Automatic,2.2,35796,101234,6611,Low
X1,2019,North America,Black,Hybrid,Manual,1.0,187824,77600,5945,Low
5 Series,2022,Asia,Silver,Electric,Automatic,2.2,137989,90909,5167,Low
M3,2021,Middle East,Silver,Hybrid,Automatic,3.4,123135,77536,4975,Low
X5,2019,Africa,Grey,Diesel,Manual,1.9,187156,67990,4876,Low
X5,2011,Asia,White,Petrol,Automatic,2.5,84915,90060,3714,Low
5 Series,2021,Europe,White,Hybrid,Automatic,1.6,161711,73907,5297,Low
X5,2017,Europe,Silver,Hybrid,Automatic,3.3,133015,100234,7399,High
M5,2011,Europe,Blue,Petrol,Manual,3.1,4636,115352,3451,Low
i3,2017,Asia,White,Electric,Manual,1.3,167723,63154,9999,High
3 Series,2011,South America,Grey,Petrol,Automatic,1.6,21107,56320,6523,Low
i8,2011,South America,Silver,Hybrid,Automatic,2.6,28920,53019,4972,Low
i3,2022,Middle East,Silver,Electric,Manual,1.7,2971,52075,9999,High
i8,2020,South America,Black,Hybrid,Automatic,2.0,189325,89188,6496,Low
X3,2010,Middle East,Blue,Hybrid,Manual,1.3,25104,68576,5377,Low
5 Series,2015,Middle East,Silver,Petrol,Automatic,2.0,1749,89230,6421,Low
X3,2024,Africa,Blue,Electric,Automatic,2.3,46973,45385,7353,High
M3,2020,North America,Red,Diesel,Manual,2.4,45509,115100,9330,High
M5,2018,Africa,Blue,Petrol,Automatic,3.1,27329,74546,5529,Low
X5,2022,Middle East,Red,Electric,Manual,2.9,72535,134361,3706,Low
X5,2021,Asia,Silver,Electric,Automatic,3.3,105099,75028,7658,High
X5,2019,Asia,White,Electric,Automatic,3.1,73821,103798,4075,Low
3 Series,2018,North America,Red,Diesel,Automatic,1.0,55330,76198,7521,High
i8,2016,Asia,Silver,Hybrid,Manual,2.8,136342,101615,5766,Low
X6,2019,North America,Red,Electric,Automatic,2.8,142262,97108,3536,Low
X1,2017,Africa,White,Electric,Automatic,1.9,109142,40738,9682,High
7 Series,2023,South America,White,Electric,Manual,3.7,158101,129994,4954,Low
X5,2023,Asia,Blue,Electric,Automatic,3.1,165612,92798,6501,Low
M3,2022,Asia,White,Electric,Manual,2.9,100195,93713,7979,High
X1,2022,Africa,Silver,Electric,Automatic,1.4,194588,59027,9999,High
i8,2015,Asia,Silver,Electric,Manual,2.4,189597,104482,4070,Low
X3,2018,Asia,Red,Electric,Manual,1.3,127700,66404,5151,Low
X6,2010,Europe,Black,Electric,Automatic,2.9,133374,114449,4356,Low
7 Series,2014,Europe,White,Hybrid,Automatic,4.4,190938,144200,3678,Low
M3,2023,Europe,Grey,Petrol,Manual,2.8,66975,89853,4514,Low
7 Series,2011,Asia,Black,Diesel,Automatic,3.5,172827,129341,4508,Low
M3,2013,South America,Silver,Petrol,Manual,3.1,81594,71857,5497,Low
i3,2011,North America,Grey,Hybrid,Automatic,1.7,35893,43899,8259,High
X1,2012,Africa,Grey,Petrol,Automatic,1.3,184650,30088,7400,High
M3,2013,South America,Blue,Diesel,Automatic,2.3,26635,62967,8079,High
M5,2013,Middle East,Silver,Diesel,Manual,2.8,132818,70993,4311,Low
X1,2020,Europe,White,Petrol,Manual,2.0,10617,72563,9999,High
X1,2018,Africa,Grey,Electric,Automatic,2.3,155099,42376,8524,High
i3,2024,Europe,Red,Hybrid,Manual,1.2,157601,66546,9962,High
i3,2021,Africa,Grey,Hybrid,Automatic,1.8,33612,38990,9999,High
X1,2010,South America,Grey,Hybrid,Automatic,1.6,60811,45978,9685,High
X5,2021,Middle East,Red,Electric,Manual,2.4,70052,117515,6750,Low
7 Series,2020,North America,Grey,Petrol,Manual,3.3,70146,131701,3656,Low
3 Series,2021,South America,Red,Hybrid,Manual,1.8,182327,57040,9999,High
M5,2012,South America,Grey,Petrol,Manual,3.6,135493,87567,6346,Low
M5,2018,Middle East,Silver,Hybrid,Manual,3.4,71319,123138,5655,Low
M3,2020,North America,Silver,Petrol,Automatic,2.3,196706,80066,8423,High
7 Series,2023,Africa,White,Hybrid,Manual,3.1,87936,109798,4881,Low
5 Series,2011,North America,Silver,Hybrid,Automatic,2.2,74653,73884,8247,High
X5,2018,Middle East,Grey,Electric,Manual,2.6,28512,73914,7127,High
X1,2014,Europe,Red,Hybrid,Manual,1.9,183413,51311,7808,High
3 Series,2013,Asia,Silver,Electric,Automatic,2.1,127775,55939,9999,High
5 Series,2018,Africa,Silver,Petrol,Manual,2.1,44970,81985,4478,Low
7 Series,2017,Asia,Black,Electric,Manual,3.1,23334,134041,4604,Low
X1,2023,Asia,Silver,Hybrid,Automatic,2.3,19893,82456,9999,High
X3,2012,Middle East,Grey,Diesel,Manual,2.0,8669,65180,6507,Low
i3,2022,North America,Blue,Electric,Manual,1.5,89292,56879,9999,High
M5,2011,North America,White,Diesel,Manual,2.6,7144,122849,3830,Low
X6,2013,Middle East,Blue,Diesel,Manual,1.8,142122,99657,4541,Low
i3,2012,Middle East,Red,Hybrid,Manual,1.0,87248,45117,9999,High
i3,2012,South America,Blue,Hybrid,Automatic,1.8,29111,39543,9999,High
i8,2016,Europe,Silver,Petrol,Manual,2.5,188503,77854,6710,Low
X5,2012,Africa,White,Petrol,Manual,3.1,136547,75277,4168,Low
i3,2018,North America,Grey,Hybrid,Automatic,1.2,61254,72554,7491,High
X3,2015,Europe,Blue,Diesel,Automatic,1.8,162038,59594,7793,High
X3,2016,Africa,Blue,Diesel,Automatic,1.8,5567,67359,8349,High
i3,2017,Africa,Red,Electric,Automatic,2.0,104769,31730,7097,High
X5,2015,Africa,White,Petrol,Automatic,3.3,147695,94731,6889,Low
7 Series,2014,Africa,Red,Hybrid,Automatic,3.0,103473,69748,5700,Low
M5,2011,Middle East,Black,Electric,Automatic,2.9,122180,119558,6365,Low
3 Series,2020,South America,Blue,Hybrid,Automatic,1.1,171867,63361,6234,Low
i8,2018,Africa,Black,Hybrid,Automatic,2.8,63150,77075,8237,High
X3,2021,Asia,Silver,Electric,Automatic,2.5,135512,88953,8599,High
X5,2018,North America,Black,Hybrid,Automatic,2.8,136940,113942,5600,Low
M5,2018,Middle East,Grey,Petrol,Manual,2.9,87444,101278,3244,Low
3 Series,2021,South America,Black,Electric,Automatic,1.2,52970,70482,9519,High
7 Series,2021,Middle East,Red,Electric,Manual,3.8,20511,92739,3140,Low
5 Series,2021,Europe,Silver,Petrol,Automatic,2.3,122147,115531,8735,High
X5,2018,Africa,Red,Hybrid,Automatic,2.3,55984,55992,6395,Low
M5,2022,South America,Black,Diesel,Automatic,2.7,121189,93437,6679,Low
i3,2017,Africa,Silver,Hybrid,Manual,1.5,75639,52581,8878,High
M3,2014,North America,White,Petrol,Automatic,3.5,194269,84583,8242,High
X3,2015,Asia,Blue,Electric,Manual,2.1,41612,67734,7546,High
M5,2019,Africa,Grey,Electric,Manual,3.5,43508,110209,6261,Low
5 Series,2017,Africa,Blue,Electric,Automatic,2.6,153908,46494,8729,High
X1,2022,Africa,Grey,Electric,Automatic,1.0,13825,56067,8455,High
3 Series,2013,Europe,Grey,Electric,Manual,1.9,183783,46088,5731,Low
M5,2012,South America,Black,Petrol,Automatic,2.9,178006,71113,3112,Low
3 Series,2010,Europe,Blue,Diesel,Manual,1.0,37620,51820,5471,Low
X5,2020,Middle East,Blue,Electric,Automatic,2.5,167374,110547,5091,Low
X6,2017,Middle East,Red,Hybrid,Automatic,3.0,130277,117117,4863,Low
3 Series,2024,Middle East,Grey,Petrol,Manual,2.2,72139,52941,9999,High
M3,2024,Europe,Blue,Electric,Manual,2.9,51762,129087,6389,Low
7 Series,2022,Asia,White,Petrol,Manual,3.2,68133,113997,4026,Low
i3,2021,Africa,White,Electric,Manual,1.6,180997,49995,9746,High
M3,2022,Europe,Black,Electric,Automatic,2.7,199357,112640,8015,High
i8,2012,Europe,White,Hybrid,Automatic,1.7,74041,83750,4958,Low
X3,2015,Asia,White,Diesel,Automatic,2.4,190181,61713,5649,Low
3 Series,2014,Middle East,White,Diesel,Manual,2.2,58605,61129,7351,High
X6,2023,Asia,Black,Hybrid,Manual,2.5,31380,88763,6981,Low
5 Series,2014,South America,Silver,Petrol,Automatic,3.0,65274,59058,5797,Low
X3,2014,North America,Red,Petrol,Automatic,2.7,65323,63732,4298,Low
i8,2021,North America,Blue,Hybrid,Automatic,2.4,174533,103929,7369,High
M5,2015,South America,White,Petrol,Automatic,2.7,2548,73524,3967,Low
X6,2015,Africa,Grey,Diesel,Manual,2.2,65196,97624,3263,Low
i3,2017,South America,Grey,Electric,Manual,2.5,127825,37029,9999,High
X1,2018,Africa,White,Petrol,Automatic,1.0,123613,37571,6947,Low
3 Series,2010,South America,Red,Petrol,Manual,1.8,172441,52664,6219,Low
M3,2011,Middle East,Black,Diesel,Automatic,2.8,126961,99531,6176,Low
M3,2015,Asia,Blue,Petrol,Manual,2.5,164145,94361,5281,Low
X1,2017,Europe,Silver,Electric,Manual,1.7,55772,74711,9999,High
3 Series,2013,Europe,Silver,Diesel,Automatic,1.8,87892,51547,6733,Low
7 Series,2010,Africa,Blue,Petrol,Automatic,3.1,82171,103324,4701,Low
5 Series,2022,North America,Red,Hybrid,Manual,2.7,80536,104947,5865,Low
7 Series,2016,Asia,Grey,Petrol,Manual,3.1,155244,89808,4922,Low
X5,2024,South America,Silver,Hybrid,Automatic,1.8,35103,90635,5771,Low
3 Series,2014,Middle East,Grey,Hybrid,Automatic,1.3,138604,61455,7140,High
i3,2013,Africa,Silver,Electric,Manual,2.2,16178,49482,7488,High
X6,2017,South America,Silver,Electric,Automatic,3.2,117894,81039,5717,Low
X6,2013,Asia,Silver,Petrol,Manual,2.8,72202,88014,4049,Low
i8,2024,South America,Silver,Hybrid,Automatic,2.6,17674,98701,5714,Low
X5,2024,South America,White,Electric,Automatic,3.4,155694,111924,7137,High
i8,2022,South America,Red,Petrol,Automatic,2.9,125000,103097,6123,Low
i3,2012,Europe,Red,Electric,Manual,1.6,145069,52646,8693,High
5 Series,2018,North America,Blue,Electric,Manual,2.2,120470,78595,7799,High
M3,2022,Middle East,Blue,Diesel,Automatic,2.2,155066,84698,8043,High
X5,2024,Middle East,White,Electric,Manual,2.8,131631,128320,4773,Low
5 Series,2013,Middle East,Black,Diesel,Automatic,2.1,65491,63784,5886,Low
5 Series,2017,North America,Black,Petrol,Manual,2.1,173483,61398,7977,High
M3,2013,Middle East,Silver,Electric,Manual,2.7,105101,65634,3925,Low
M5,2012,South America,White,Diesel,Automatic,2.8,47314,71618,4654,Low
5 Series,2016,Asia,Blue,Electric,Automatic,1.9,146668,85530,4532,Low
5 Series,2019,Middle East,Blue,Petrol,Automatic,3.1,88484,90355,7618,High
X6,2014,North America,Red,Hybrid,Automatic,3.2,115765,102584,7146,High
3 Series,2012,North America,White,Petrol,Automatic,1.9,142629,50711,8112,High
3 Series,2017,North America,Red,Petrol,Manual,1.7,8386,67488,9999,High
7 Series,2010,North America,Blue,Diesel,Automatic,3.3,196862,136784,5353,Low
i8,2024,South America,Silver,Hybrid,Automatic,2.3,122893,87477,5202,Low
5 Series,2011,Middle East,White,Hybrid,Automatic,1.9,120810,81211,7737,High
X1,2018,Middle East,Silver,Petrol,Manual,1.8,22807,56083,8047,High
X3,2018,Asia,Blue,Hybrid,Manual,2.0,19133,63274,9999,High
M5,2021,Asia,Blue,Petrol,Manual,3.6,124505,98861,5136,Low
X3,2021,Africa,White,Hybrid,Manual,1.8,189266,70921,9012,High
X3,2012,South America,Silver,Petrol,Manual,2.4,110681,59287,4284,Low
7 Series,2019,North America,Grey,Diesel,Manual,3.7,78514,107199,3744,Low
i3,2015,Middle East,Red,Electric,Manual,1.9,107026,40738,8522,High
i3,2014,North America,Blue,Electric,Automatic,1.5,187855,49237,9999,High
i8,2012,Europe,Black,Hybrid,Manual,3.3,129353,106472,4480,Low
i8,2019,North America,Blue,Hybrid,Automatic,2.8,185485,83532,5597,Low
i8,2018,Middle East,Black,Hybrid,Automatic,1.8,125084,108099,5763,Low
X6,2024,Asia,White,Electric,Manual,2.7,81214,139135,8037,High
M5,2017,Asia,Blue,Hybrid,Manual,3.3,170327,126759,6488,Low
3 Series,2010,Asia,Silver,Diesel,Manual,2.0,49346,69787,6701,Low
X3,2024,Middle East,Grey,Electric,Manual,2.5,179140,61324,7658,High
i3,2022,Middle East,Blue,Hybrid,Manual,1.2,104089,48412,9999,High
M5,2023,Asia,Blue,Hybrid,Automatic,3.1,119927,139186,7987,High
M3,2024,Middle East,Black,Hybrid,Manual,2.7,133139,82226,8806,High
i3,2024,Europe,Black,Electric,Automatic,1.3,158652,64731,9999,High
i3,2012,Europe,White,Hybrid,Manual,1.9,10791,61820,9999,High
i8,2011,Africa,Red,Hybrid,Manual,2.1,149886,55260,6599,Low
i8,2024,Africa,Grey,Electric,Automatic,2.5,133860,93688,9187,High
X3,2012,Middle East,Grey,Diesel,Manual,2.3,127510,68198,4704,Low
X5,2022,South America,Silver,Petrol,Automatic,2.2,10959,82600,4244,Low
i3,2015,North America,White,Electric,Automatic,1.8,72783,43188,6654,Low
X6,2013,South America,White,Petrol,Automatic,3.0,53053,101112,5941,Low
M3,2013,Middle East,Grey,Petrol,Manual,3.0,164106,92554,5335,Low
7 Series,2022,South America,Red,Hybrid,Automatic,4.1,104238,127867,6382,Low
i8,2018,Europe,Grey,Hybrid,Automatic,2.4,34451,92731,4092,Low
3 Series,2018,Middle East,Black,Diesel,Automatic,1.6,69249,52858,6881,Low
X5,2022,South America,Silver,Hybrid,Manual,3.3,146425,97741,4117,Low
X5,2012,Asia,Red,Petrol,Manual,3.1,25715,109615,6677,Low
M3,2013,Asia,White,Petrol,Manual,2.8,178545,72305,5158,Low
5 Series,2016,South America,White,Diesel,Automatic,2.4,80492,73633,8975,High
X6,2014,Middle East,Blue,Petrol,Automatic,2.0,170773,123863,4783,Low
X3,2015,Middle East,White,Petrol,Automatic,1.6,111235,70770,6551,Low
i8,2011,Middle East,Silver,Hybrid,Automatic,2.9,115001,74891,6244,Low
5 Series,2018,Europe,Silver,Electric,Automatic,2.9,71174,101701,7899,High
3 Series,2010,Europe,White,Petrol,Automatic,1.6,58021,42113,9999,High
X5,2024,Europe,Blue,Petrol,Manual,3.1,177381,106115,5778,Low
X1,2024,North America,Blue,Petrol,Manual,2.1,33297,73480,9999,High
X3,2013,Middle East,Red,Petrol,Manual,1.8,156696,61418,6025,Low
X5,2017,North America,Blue,Petrol,Manual,2.7,114124,119664,6729,Low
3 Series,2017,South America,Silver,Hybrid,Automatic,1.3,35772,63399,9720,High
M5,2020,Asia,Blue,Petrol,Automatic,2.7,88225,80940,4920,Low
M5,2020,Africa,Silver,Petrol,Manual,3.1,159472,70119,6199,Low
X1,2024,Asia,Red,Petrol,Automatic,2.4,39863,48938,7912,High
M3,2013,North America,Blue,Petrol,Manual,2.9,182798,75138,5246,Low
X1,2021,Middle East,Grey,Electric,Manual,1.9,155977,80648,7120,High
X1,2013,Middle East,Black,Diesel,Automatic,1.1,24882,66693,9446,High
3 Series,2019,Middle East,Silver,Electric,Automatic,2.3,32053,67290,6213,Low
5 Series,2021,Middle East,Red,Petrol,Automatic,1.6,17646,89712,9302,High
i3,2017,Europe,White,Hybrid,Manual,1.4,108736,57626,9999,High
7 Series,2017,South America,Grey,Hybrid,Automatic,2.8,153459,90061,3842,Low
i8,2022,Europe,Grey,Hybrid,Automatic,2.3,90530,73835,5832,Low
X6,2019,South America,White,Electric,Manual,2.7,55306,106895,7321,High
X1,2018,South America,Grey,Diesel,Manual,1.4,87962,63333,7866,High
X5,2019,South America,Black,Petrol,Manual,2.6,181597,98939,6449,Low
X1,2019,Africa,Blue,Electric,Automatic,1.4,124112,35275,8459,High
X5,2018,Africa,Silver,Petrol,Automatic,2.7,138678,68946,7768,High
7 Series,2022,Asia,Red,Hybrid,Manual,3.6,162847,103699,6673,Low
i8,2022,Europe,Red,Hybrid,Manual,1.9,47158,98065,5124,Low
X3,2024,Africa,Blue,Hybrid,Manual,2.1,70797,47636,7303,High
X3,2012,Asia,White,Petrol,Automatic,2.2,65791,66647,4396,Low
i3,2014,Africa,Silver,Hybrid,Manual,2.1,115114,40234,5702,Low
3 Series,2015,North America,Blue,Petrol,Manual,2.4,65597,77035,7815,High
M3,2019,Africa,Grey,Petrol,Manual,2.6,100136,86879,8992,High
M5,2015,Middle East,Grey,Petrol,Automatic,2.9,127711,113777,6880,Low
X1,2010,Asia,Silver,Diesel,Manual,2.1,188555,66218,8757,High
5 Series,2021,North America,Silver,Petrol,Automatic,2.9,61622,92421,8472,High
3 Series,2023,Europe,Silver,Hybrid,Manual,1.4,197703,87130,9999,High
5 Series,2022,Europe,Silver,Electric,Manual,1.8,125467,73554,7018,High
7 Series,2010,Middle East,Grey,Diesel,Manual,2.9,56869,88867,4071,Low
i3,2024,North America,Black,Electric,Automatic,2.1,30846,66692,9999,High
i3,2013,Europe,Blue,Electric,Manual,1.6,78770,64424,8682,High
X3,2019,South America,Black,Hybrid,Manual,2.8,141376,72606,9071,High
X5,2024,Africa,Blue,Electric,Automatic,2.9,188195,69378,8689,High
3 Series,2024,Africa,Blue,Diesel,Manual,1.6,44898,44105,8889,High
X5,2013,Europe,Blue,Petrol,Automatic,2.8,100293,82381,5923,Low
X3,2020,South America,Red,Diesel,Automatic,1.7,166540,58810,5827,Low
3 Series,2014,North America,Silver,Hybrid,Manual,1.0,55192,68952,5756,Low
X3,2013,Middle East,Red,Diesel,Automatic,2.1,37804,87193,5580,Low
5 Series,2014,Middle East,Grey,Petrol,Manual,2.7,198463,77664,5657,Low
7 Series,2016,South America,Red,Petrol,Automatic,4.0,178980,86876,4538,Low
X6,2016,South America,Black,Petrol,Manual,3.4,84718,82299,3784,Low
X6,2014,Europe,Red,Electric,Automatic,3.5,111395,106505,5793,Low
M5,2015,Africa,Silver,Electric,Automatic,3.0,2649,97229,6365,Low
M3,2023,North America,Grey,Diesel,Manual,3.0,28222,93499,8593,High
X1,2014,South America,Red,Diesel,Manual,1.9,40436,45389,9727,High
5 Series,2014,North America,Silver,Diesel,Automatic,2.4,199532,61895,5052,Low
X5,2024,Africa,White,Electric,Manual,3.1,23911,106078,5837,Low
X6,2021,Middle East,White,Electric,Automatic,2.6,171039,145407,4264,Low
7 Series,2012,Africa,Blue,Petrol,Automatic,3.8,178031,61430,5522,Low
3 Series,2014,Middle East,Red,Petrol,Automatic,1.8,108590,47770,6153,Low
X5,2015,Middle East,Grey,Diesel,Automatic,3.4,138348,106279,6499,Low
i3,2024,South America,Black,Electric,Automatic,1.5,152715,64264,9999,High
X5,2018,Asia,Red,Electric,Automatic,3.1,146197,113435,7097,High
5 Series,2017,South America,Silver,Diesel,Automatic,2.0,89951,80339,5305,Low
M5,2018,North America,Silver,Electric,Automatic,3.3,149384,89283,3538,Low
i3,2012,Africa,Silver,Electric,Manual,1.5,90784,50007,9999,High
M3,2024,South America,White,Diesel,Manual,2.4,76273,84522,6543,Low
i8,2019,South America,White,Hybrid,Automatic,3.1,90465,96830,7128,High
M5,2022,Asia,Grey,Electric,Manual,2.8,35593,126109,4531,Low
i3,2024,Middle East,White,Electric,Automatic,1.6,132373,78675,8794,High
X3,2022,Europe,Blue,Hybrid,Automatic,2.1,26822,81862,8515,High
M3,2023,Africa,Silver,Electric,Manual,2.0,42793,84637,4604,Low
X3,2014,Europe,Black,Petrol,Manual,2.5,79618,97951,4888,Low
5 Series,2015,Middle East,Silver,Electric,Automatic,2.5,101180,89573,6386,Low
X5,2013,South America,Red,Diesel,Automatic,3.7,73585,88596,3914,Low
i8,2023,Middle East,Black,Hybrid,Automatic,2.9,82784,81660,6522,Low
X5,2015,Africa,Black,Petrol,Manual,2.6,151858,95540,3990,Low
i3,2014,Africa,Silver,Electric,Automatic,1.1,187817,48516,8209,High
i8,2016,Europe,White,Hybrid,Manual,2.9,163724,104407,7541,High
i3,2022,South America,Red,Electric,Manual,1.8,107832,50526,9230,High
X1,2019,Africa,White,Hybrid,Manual,1.3,93248,56649,9999,High
X1,2022,South America,White,Petrol,Manual,2.2,112031,70343,9999,High
X5,2022,Middle East,Red,Electric,Manual,2.6,46379,104933,7576,High
i3,2020,North America,Black,Diesel,Automatic,1.2,86940,64931,9999,High
X5,2019,South America,Grey,Electric,Automatic,3.5,196258,113143,6538,Low
X6,2013,South America,Black,Petrol,Manual,3.0,57827,62612,5494,Low
X3,2017,North America,Blue,Petrol,Manual,1.9,65244,74038,9016,High
X5,2011,Africa,Silver,Petrol,Automatic,2.7,177897,79295,3786,Low
X6,2013,Africa,Black,Diesel,Manual,3.0,196896,95661,5968,Low
X6,2010,Europe,Blue,Petrol,Automatic,3.0,25452,100386,5753,Low
M5,2015,Asia,Blue,Petrol,Manual,2.8,74534,78294,3361,Low
X3,2014,North America,Blue,Diesel,Manual,1.9,191171,61296,6864,Low
X3,2024,Africa,White,Electric,Manual,2.3,88572,53500,6036,Low
X1,2015,Europe,Black,Diesel,Manual,2.1,113219,53948,9999,High
X3,2010,Europe,Blue,Petrol,Automatic,2.2,130842,57219,7395,High
X1,2010,Asia,Red,Diesel,Automatic,2.1,102425,58787,9940,High
M5,2012,Europe,Black,Diesel,Automatic,2.9,26285,118573,6608,Low
X3,2020,South America,Silver,Electric,Manual,1.7,74445,83839,9999,High
M5,2016,Middle East,Blue,Petrol,Automatic,2.8,180663,125463,6708,Low
X1,2011,South America,Blue,Hybrid,Automatic,2.4,27193,60266,6942,Low
X6,2010,Europe,Black,Diesel,Automatic,2.6,26876,113749,4368,Low
3 Series,2017,Africa,Silver,Diesel,Automatic,1.8,22173,53280,9999,High
i3,2022,Middle East,Silver,Electric,Automatic,1.2,15469,47385,9999,High
i8,2019,North America,Red,Hybrid,Manual,2.6,183619,77463,7067,High
M5,2012,Africa,Silver,Petrol,Manual,3.4,19299,98242,6043,Low
M5,2019,Asia,Blue,Hybrid,Automatic,2.7,188135,98194,7208,High
i8,2013,Middle East,Red,Hybrid,Automatic,3.1,177863,102676,4767,Low
i8,2016,Middle East,White,Electric,Manual,2.1,188784,71156,5286,Low
i8,2014,Middle East,Grey,Electric,Automatic,2.8,65334,76961,7456,High
X1,2015,Europe,Red,Petrol,Manual,1.4,52945,48344,9195,High
5 Series,2014,Asia,White,Diesel,Automatic,2.5,66769,96930,5595,Low
M3,2012,Africa,Blue,Diesel,Manual,2.4,166580,60394,7519,High
7 Series,2014,Middle East,Blue,Petrol,Manual,3.1,104607,102977,4204,Low
M5,2020,North America,Red,Hybrid,Manual,3.4,36525,84956,5522,Low
X3,2014,North America,Silver,Diesel,Automatic,1.9,70390,64348,4546,Low
M5,2012,Middle East,Blue,Diesel,Automatic,3.1,69255,87783,6623,Low
X6,2014,South America,Red,Petrol,Manual,3.3,179767,74755,6904,Low
7 Series,2013,Middle East,Silver,Diesel,Automatic,3.6,21527,104429,5014,Low
i8,2017,Europe,Blue,Hybrid,Manual,3.1,101585,64693,6821,Low
X5,2023,Middle East,Black,Electric,Automatic,2.3,11660,101815,4368,Low
i8,2010,Africa,Blue,Diesel,Manual,3.3,87728,53152,4112,Low
X1,2011,Europe,Grey,Petrol,Automatic,1.6,112495,40617,8744,High
M3,2011,Middle East,Black,Diesel,Automatic,2.3,174662,69927,7010,High
X5,2014,South America,Blue,Petrol,Automatic,2.7,1659,99360,3382,Low
X1,2015,Europe,Grey,Electric,Manual,1.8,27192,75729,6127,Low
7 Series,2014,Asia,Silver,Petrol,Automatic,2.9,198706,108344,3518,Low
M3,2013,South America,Red,Diesel,Automatic,2.7,30985,63323,4670,Low
i8,2010,Asia,Red,Hybrid,Manual,2.8,95741,89665,6824,Low
5 Series,2017,Africa,Black,Diesel,Manual,2.3,147091,48873,4587,Low
X6,2016,Asia,White,Petrol,Automatic,2.3,66754,115321,5383,Low
3 Series,2018,North America,Silver,Petrol,Manual,1.9,104845,65869,9795,High
7 Series,2012,Asia,Black,Electric,Manual,2.9,160517,133186,5973,Low
